stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Price Per Carat,Depth %,Table %,Country,State,City,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,Milky,Eye Clean,Treatment,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Comment,Key to symbols,fancy color,Fancy Color Intensity,Fancy Color Overtone,Certificate File,Diamond Video,Diamond Image,Heart Image,Arrow Image,Asset Image
KD0838,Available,OVAL,1.500,E,VS1,,EX,EX,N,,8.90X6.53X4.10,IGI,516238549,24902.4,62.80,61.50,India,MH,Mumbai,12.50,33.30,45.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0838,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0838,,,
KD0839,Available,EMERALD,1.840,D,VS1,,EX,EX,N,,7.95X5.75X3.97,IGI,514290774,26385.36,69.00,62.50,India,MH,Mumbai,15.50,26.20,48.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0839,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0839,,,
KD0842,Available,OVAL,2.000,D,VVS2,,EX,EX,N,,9.80X7.10X4.45,IGI,512228682,40952.1,62.70,59.50,India,MH,Mumbai,15.00,36.60,43.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0842,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0842,,,
KD0844,Available,EMERALD,1.800,D,VVS2,,EX,EX,N,,7.93X5.74X3.98,IGI,514290845,29109,69.30,67.00,India,MH,Mumbai,11.50,20.70,53.00,45.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0844,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0844,,,
KD0846,Available,OVAL,1.820,D,VS1,,EX,EX,N,,9.31X6.84X4.42,IGI,516238550,26390.8,64.60,59.50,India,MH,Mumbai,16.00,38.20,44.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0846,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0846,,,
KD0847,Available,OVAL,1.810,D,VS1,,EX,EX,N,,9.33X6.86X4.42,IGI,516238551,26390.8,64.40,61.50,India,MH,Mumbai,14.50,36.50,45.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0847,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0847,,,
KD0848,Available,OVAL,1.800,D,VS2,,EX,VG,N,,9.44X6.94X4.31,IGI,516238552,23938.2,62.10,58.50,India,MH,Mumbai,14.50,35.20,43.00,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0848,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0848,,,
KD0850,Available,EMERALD,1.810,D,VS1,,EX,EX,N,,8.12X5.69X3.91,IGI,514290844,26385.36,68.70,65.50,India,MH,Mumbai,12.50,22.70,52.00,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0850,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0850,,,
KD0851,Available,ROUND,1.300,E,VS1,EX,EX,EX,N,,6.87X6.92X4.36,IGI,516238553,25290.45,63.30,54.50,India,MH,Mumbai,16.50,36.50,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0851,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0851,,,
KD0852,Available,OVAL,1.590,E,VS1,,EX,EX,N,,9.17X6.55X4.11,IGI,516238554,24902.4,62.70,59.50,India,MH,Mumbai,14.00,35.20,44.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0852,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0852,,,
KD0854,Available,ROUND,1.850,D,VVS2,ID,EX,EX,N,,7.93X7.94X4.76,IGI,512222813,41656.41,60.00,58.50,India,MH,Mumbai,14.00,33.50,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0854,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0854,,,
KD0855,Available,ROUND,1.530,D,VS1,ID,EX,EX,N,,7.36X7.39X4.58,IGI,512228683,37445.55,62.10,55.00,India,MH,Mumbai,15.50,34.70,43.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0855,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0855,,,
KD0856,Available,ROUND,1.700,D,VS1,ID,EX,EX,N,,7.66X7.70X4.69,IGI,512228684,37445.55,61.00,59.00,India,MH,Mumbai,13.50,33.10,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0856,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0856,,,
KD0858,Available,OVAL,1.510,D,VVS2,,EX,EX,N,,8.78X6.45X4.14,IGI,516238556,29259,64.20,59.50,India,MH,Mumbai,14.50,36.50,44.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0858,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0858,,,
KD0861,Available,ROUND,1.800,E,VS1,ID,EX,EX,N,,7.73X7.76X4.83,IGI,514253265,34607.04,62.30,55.00,India,MH,Mumbai,16.00,35.20,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0861,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0861,,,
KD0863,Available,RADIANT,2.020,D,VVS2,,EX,EX,N,,8.32X6.10X4.16,IGI,512221624,40960.5,68.20,66.50,India,MH,Mumbai,13.00,43.70,50.00,29.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0863,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0863,,,
KD0864,Available,OVAL,1.800,D,VS1,,EX,EX,N,,9.28X6.77X4.30,IGI,514290841,26390.8,63.50,60.50,India,MH,Mumbai,15.50,38.30,43.00,39.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0864,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0864,,,
KD0865,Available,OVAL,1.260,E,VS1,,EX,EX,N,,8.47X6.04X3.79,IGI,516238557,15444,62.70,60.00,India,MH,Mumbai,14.50,35.60,44.00,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0865,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0865,,,
KD0866,Available,ROUND,2.100,D,VS2,ID,EX,EX,N,,8.15X8.19X5.10,IGI,512228685,44111.25,62.40,57.50,India,MH,Mumbai,14.50,34.70,43.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0866,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0866,,,
KD0868,Available,OVAL,1.530,E,VS1,,EX,EX,N,,9.06X6.47X4.08,IGI,516238559,24902.4,63.10,60.00,India,MH,Mumbai,14.00,35.00,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0868,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0868,,,
KD0870,Available,OVAL,1.800,D,VS1,,EX,EX,N,,9.38X6.78X4.37,IGI,514290840,26390.8,64.50,60.50,India,MH,Mumbai,14.50,36.80,44.00,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0870,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0870,,,
KD0871,Available,EMERALD,1.810,D,VS1,,EX,EX,N,,8.17X5.76X3.93,IGI,514290839,26385.36,68.20,63.50,India,MH,Mumbai,14.00,24.80,51.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0871,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0871,,,
KD0872,Available,OVAL,1.500,E,VS1,,EX,EX,N,,8.92X6.56X4.13,IGI,514290838,24902.4,63.00,55.00,India,MH,Mumbai,16.50,35.80,42.50,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0872,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0872,,,
KD0873,Available,ROUND,1.810,E,VS1,ID,EX,EX,N,,7.77X7.82X4.83,IGI,514290837,34607.04,62.00,58.50,India,MH,Mumbai,15.00,35.10,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0873,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0873,,,
KD0876,Available,EMERALD,1.340,D,VS1,,EX,EX,N,,7.26X5.26X3.64,IGI,514290855,16494.25,69.20,65.00,India,MH,Mumbai,12.50,20.50,52.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0876,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0876,,,
KD0877,Available,EMERALD,1.530,D,VVS2,,EX,EX,N,,7.68X5.39X3.67,IGI,512228686,29257.5,68.10,65.00,India,MH,Mumbai,14.00,22.20,50.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0877,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0877,,,
KD0878,Available,ROUND,1.840,D,VS1,ID,EX,EX,N,,7.99X8.04X4.71,IGI,512222877,37344.32,58.80,58.50,India,MH,Mumbai,13.50,32.90,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0878,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0878,,,
KD0881,Available,ROUND,1.550,D,VS1,ID,EX,EX,N,,7.41X7.46X4.55,IGI,512223855,37445.55,61.20,59.00,India,MH,Mumbai,13.50,33.10,44.00,41.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0881,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0881,,,
KD0882,Available,CUSHION,1.960,E,VS1,,EX,EX,N,,7.22X7.11X4.83,IGI,516238499,24710.4,67.90,65.00,India,MH,Mumbai,14.00,38.50,50.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0882,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0882,,,
KD0885,Available,OVAL,1.530,D,VS1,,EX,EX,N,,8.83X6.49X4.17,IGI,516238415,26458.8,64.30,62.00,India,MH,Mumbai,13.00,34.80,46.50,41.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0885,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0885,,,
KD0887,Available,ROUND,0.910,D,VS1,ID,EX,EX,N,,6.18X6.22X3.87,IGI,516238592,18822.85,62.40,57.00,India,MH,Mumbai,15.50,35.40,43.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0887,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0887,,,
KD0888,Available,EMERALD,1.800,D,VS1,,EX,EX,N,,8.06X5.67X3.92,IGI,516238351,26385.36,69.10,64.50,India,MH,Mumbai,14.00,23.00,50.00,42.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0888,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0888,,,
KD0889,Available,OVAL,1.530,D,VVS2,,EX,EX,N,,8.83X6.44X4.14,IGI,516238353,29259,64.30,58.50,India,MH,Mumbai,16.00,38.20,43.00,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0889,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0889,,,
KD0892,Available,OVAL,1.740,D,VVS2,,EX,EX,N,,9.20X6.71X4.33,IGI,514290852,29251.5,64.50,61.50,India,MH,Mumbai,14.00,36.30,45.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0892,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0892,,,
KD0893,Available,EMERALD,1.500,D,VS1,,EX,EX,N,,7.69X5.41X3.70,IGI,516238352,26526.8,68.40,64.50,India,MH,Mumbai,14.00,26.60,49.50,39.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0893,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0893,,,
KD0897,Available,CUSHION,2.160,E,VS1,,EX,EX,N,,7.50X7.34X4.93,IGI,516238357,35109,67.20,62.50,India,MH,Mumbai,14.50,37.80,49.00,39.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0897,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0897,,,
KD0898,Available,OVAL,1.800,D,SI1,,EX,EX,N,,9.35X6.88X4.36,IGI,516238355,21241,63.40,60.50,India,MH,Mumbai,13.00,34.00,44.50,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0898,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0898,,,
KD0903,Available,EMERALD,1.810,E,VVS2,,EX,EX,N,,8.18X5.78X3.95,IGI,516238350,26392.16,68.30,65.00,India,MH,Mumbai,13.00,24.00,51.50,42.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0903,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0903,,,
KD0904,Available,OVAL,1.310,D,VS1,,EX,EX,N,,8.65X6.18X3.90,IGI,516238470,16503.6,63.10,60.00,India,MH,Mumbai,13.00,32.40,46.00,41.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0904,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0904,,,
KD0906,Available,ROUND,1.800,D,VS1,EX,EX,EX,N,,7.94X7.97X4.65,IGI,514290850,37344.32,58.40,60.50,India,MH,Mumbai,12.50,32.30,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0906,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0906,,,
KD0909,Available,PRINCESS,1.310,D,VS2,,EX,EX,N,,5.98X5.79X4.31,IGI,516238474,14478.75,74.40,71.00,India,MH,Mumbai,10.00,39.10,60.00,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0909,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0909,,,
KD0912,Available,EMERALD,1.830,D,VVS2,,EX,EX,N,,8.18X5.77X3.95,IGI,516238476,29109,68.50,65.50,India,MH,Mumbai,12.50,22.70,52.00,42.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0912,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0912,,,
KD0914,Available,OVAL,1.800,D,VS2,,EX,VG,N,,9.26X6.81X4.42,IGI,516238478,23938.2,64.90,62.00,India,MH,Mumbai,14.00,36.80,45.00,41.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0914,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0914,,,
KD0915,Available,OVAL,1.210,D,VS1,,EX,EX,N,,8.43X6.03X3.78,IGI,516238479,16503.6,62.70,59.50,India,MH,Mumbai,14.00,34.60,44.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0915,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0915,,,
KD0916,Available,ROUND,1.570,E,VS1,ID,EX,EX,N,,7.48X7.51X4.54,IGI,514290848,34700.85,60.50,57.50,India,MH,Mumbai,14.00,33.80,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0916,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0916,,,
KD0917,Available,PRINCESS,1.510,D,VS2,,EX,EX,N,,6.32X6.14X4.32,IGI,516238449,24062.2,70.40,69.50,India,MH,Mumbai,11.50,40.90,55.00,37.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0917,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0917,,,
KD0918,Available,OVAL,2.010,E,VS1,,EX,EX,N,,9.95X7.11X4.47,IGI,516238448,35055,62.90,60.00,India,MH,Mumbai,14.00,35.20,44.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0918,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0918,,,
KD0919,Available,CUSHION,2.100,D,SI1,,EX,EX,N,,7.49X7.36X4.89,IGI,516238411,29452.55,66.40,64.00,India,MH,Mumbai,13.00,36.10,50.00,39.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0919,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0919,,,
KD0920,Available,OVAL,1.540,D,VVS2,,EX,EX,N,,9.09X6.49X4.09,IGI,516238447,29259,63.00,59.00,India,MH,Mumbai,13.50,33.70,45.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0920,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0920,,,
KD0923,Available,PRINCESS,1.800,D,VVS2,,EX,VG,N,,6.58X6.42X4.65,IGI,514290846,28807.5,72.40,67.50,India,MH,Mumbai,14.50,45.40,54.50,37.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0923,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0923,,,
KD0926,Available,ROUND,1.290,D,VS2,ID,EX,EX,N,,6.96X6.99X4.31,IGI,512222878,23722.05,61.80,55.50,India,MH,Mumbai,16.00,35.90,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0926,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0926,,,
KD0929,Available,ROUND,1.500,E,VS2,EX,EX,VG,N,,7.23X7.30X4.53,IGI,514290832,30387.75,62.40,58.00,India,MH,Mumbai,15.50,36.50,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0929,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0929,,,
KD0930,Available,ROUND,2.230,D,VS2,ID,EX,EX,N,,8.52X8.55X5.07,IGI,512222784,44111.25,59.40,56.50,India,MH,Mumbai,14.00,33.10,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0930,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0930,,,
KD0931,Available,PRINCESS,1.690,D,VS1,,EX,EX,N,,6.59X6.43X4.57,IGI,516238445,26390.8,71.10,69.50,India,MH,Mumbai,10.50,38.60,58.00,39.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0931,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0931,,,
KD0932,Available,ROUND,1.500,D,VS1,ID,EX,EX,N,,7.38X7.43X4.53,IGI,514290831,37445.55,61.10,57.00,India,MH,Mumbai,14.00,33.30,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0932,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0932,,,
KD0933,Available,OVAL,1.800,D,SI1,,EX,EX,N,,9.34X6.87X4.45,IGI,514290830,21241,64.80,61.50,India,MH,Mumbai,14.50,37.00,45.00,41.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0933,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0933,,,
KD0936,Available,OVAL,1.500,D,VS1,,EX,EX,N,,8.67X6.35X4.22,IGI,512222783,26458.8,66.50,55.00,India,MH,Mumbai,17.50,38.20,43.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0936,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0936,,,
KD0937,Available,ROUND,2.170,E,SI1,ID,EX,EX,N,,8.37X8.42X5.01,IGI,514290827,34308.75,59.70,58.50,India,MH,Mumbai,13.50,33.10,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0937,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0937,,,
KD0938,Available,OVAL,1.500,D,VS1,,EX,EX,N,,9.04X6.42X4.08,IGI,514290826,26458.8,63.60,60.50,India,MH,Mumbai,15.00,36.80,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0938,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0938,,,
KD0940,Available,OVAL,1.800,E,VVS2,,EX,EX,N,,9.31X6.86X4.33,IGI,516238510,26322.8,63.10,56.00,India,MH,Mumbai,16.00,36.10,42.50,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0940,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0940,,,
KD0941,Available,EMERALD,2.010,D,VS1,,EX,EX,N,,8.39X5.89X3.99,IGI,512222803,37059.5,67.70,63.50,India,MH,Mumbai,13.50,26.70,49.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0941,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0941,,,
KD0943,Available,OVAL,1.860,D,VS1,,EX,EX,N,,9.62X7.01X4.30,IGI,514290875,26390.8,61.30,60.00,India,MH,Mumbai,13.50,34.40,43.00,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0943,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0943,,,
KD0944,Available,OVAL,1.810,E,VVS2,,EX,EX,N,,9.43X6.93X4.39,IGI,512228659,26322.8,63.30,57.00,India,MH,Mumbai,15.50,35.60,43.50,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0944,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0944,,,
KD0945,Available,ROUND,2.120,D,SI2,ID,EX,EX,N,,8.12X8.21X5.07,IGI,512222782,29559.76,62.00,59.50,India,MH,Mumbai,14.50,35.80,43.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0945,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0945,,,
KD0946,Available,OVAL,1.700,E,VVS2,,EX,EX,N,,9.20X6.77X4.30,IGI,516274920,26521.36,63.5,58.50,India,MH,Mumbai,14.50,34.80,43.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0946,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0946,,,
KD0947,Available,EMERALD,1.530,D,VVS2,,EX,VG,N,,7.93X5.37X3.53,IGI,512223857,29257.5,65.70,63.50,India,MH,Mumbai,15.50,28.00,46.00,37.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0947,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0947,,,
KD0948,Available,OVAL,1.800,D,VVS2,,EX,EX,N,,9.57X6.82X4.29,IGI,514290874,29032.5,62.90,59.50,India,MH,Mumbai,15.50,37.90,43.00,39.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0948,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0948,,,
KD0949,Available,OVAL,1.500,D,VS1,,EX,EX,N,,9.04X6.52X3.99,IGI,512223858,26458.8,61.20,56.50,India,MH,Mumbai,15.00,34.50,42.00,38.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0949,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0949,,,
KD0951,Available,ROUND,1.840,D,VVS2,ID,EX,EX,N,,7.92X7.97X4.83,IGI,512222880,41656.41,60.80,56.50,India,MH,Mumbai,14.00,33.00,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0951,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0951,,,
KD0952,Available,PRINCESS,1.520,D,VVS2,,EX,VG,N,,6.22X6.16X4.43,IGI,516238511,29107.5,71.90,69.00,India,MH,Mumbai,12.50,42.00,56.50,38.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0952,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0952,,,
KD0953,Available,PEAR,1.400,E,VS1,,EX,EX,N,,9.95X6.32X3.93,IGI,514290872,15364,62.20,57.00,India,MH,Mumbai,13.50,32.50,45.00,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0953,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0953,,,
KD0954,Available,OVAL,1.810,E,VS2,,EX,EX,N,,9.44X6.92X4.44,IGI,512222881,22838.9,64.20,59.00,India,MH,Mumbai,15.50,36.60,44.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0954,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0954,,,
KD0955,Available,ROUND,1.710,D,VS2,ID,EX,EX,N,,7.67X7.68X4.73,IGI,516274921,32544.3,61.6,59.50,India,MH,Mumbai,14.50,35.50,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0955,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0955,,,
KD0956,Available,ROUND,2.530,D,VS2,ID,EX,EX,N,,8.65X8.7X5.39,IGI,510187115,43931.25,62.10,55.50,India,MH,Mumbai,16.00,35.40,42.50,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0956,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0956,,,
