stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Price Per Carat,Depth %,Table %,Country,State,City,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,Milky,Eye Clean,Treatment,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Comment,Key to symbols,fancy color,Fancy Color Intensity,Fancy Color Overtone,Certificate File,Diamond Video,Diamond Image,Heart Image,Arrow Image,Asset Image
KKV1251,Available,OVAL,1.800,D,VVS1,,EX,EX,N,,9.88X7.08X4.23,IGI,523273472,31611,59.7,59.00,India,MH,Mumbai,12.50,31.80,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1251,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1251,,,
KKV1252,Available,ROUND,1.500,D,VS1,EX,EX,EX,N,,7.47X7.51X4.40,IGI,522222579,37445.55,58.8,60.00,India,MH,Mumbai,13.00,33.10,42.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1252,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1252,,,
KKV1253,Available,ROUND,2.100,E,VS1,ID,EX,EX,N,,8.32X8.35X4.95,IGI,523273710,47052,59.5,59.50,India,MH,Mumbai,13.00,33.10,42.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1253,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1253,,,
KKV1254,Available,OVAL,1.800,D,SI1,,EX,EX,N,,9.61X6.87X4.34,IGI,523265388,21241,63.2,60.00,India,MH,Mumbai,14.00,34.50,45.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1254,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1254,,,
KKV1255,Available,RADIANT,2.050,D,VS1,,EX,EX,N,,8.49X6.23X4.30,IGI,523276308,36964.5,69,64.00,India,MH,Mumbai,14.00,43.10,50.00,31.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1255,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1255,,,
KKV1258,Available,ROUND,2.470,D,SI2,ID,EX,EX,N,,8.80X8.86X5.29,IGI,523276321,29559.76,59.9,55.00,India,MH,Mumbai,14.50,33.10,42.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1258,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1258,,,
KKV1259,Available,ROUND,2.010,D,VS2,EX,EX,EX,N,,8.01X8.10X5.01,IGI,523276322,44111.25,62.3,55.50,India,MH,Mumbai,16.50,36.30,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1259,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1259,,,
KKV1260,Available,OVAL,2.170,E,VS2,,EX,EX,N,,10.20X7.29X4.58,IGI,522252573,32133.75,62.8,59.50,India,MH,Mumbai,14.50,35.20,44.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1260,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1260,,,
KKV1262,Available,ROUND,1.500,E,SI1,ID,EX,EX,N,,7.28X7.34X4.52,IGI,523273712,24898.35,61.9,58.50,India,MH,Mumbai,15.00,36.00,43.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1262,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1262,,,
KKV1263,Available,OVAL,1.610,D,VVS1,,EX,EX,N,,9.70X6.63X4.09,IGI,522234040,31989.84,61.7,58.00,India,MH,Mumbai,15.00,35.60,44.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1263,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1263,,,
KKV1264,Available,ROUND,2.340,D,SI2,ID,EX,EX,N,,8.43X8.49X5.27,IGI,522234033,29559.76,62.3,59.50,India,MH,Mumbai,14.50,35.20,43.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1264,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1264,,,
KKV1265,Available,OVAL,0.930,D,VS1,,EX,VG,N,,7.67X5.53X3.56,IGI,523206126,12548.25,64.4,57.50,India,MH,Mumbai,14.50,33.60,47.50,42.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1265,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1265,,,
KKV1266,Available,OVAL,1.900,D,VVS1,,EX,EX,N,,9.95X7.07X4.33,IGI,520285682,31611,61.2,61.00,India,MH,Mumbai,12.50,33.00,43.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1266,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1266,,,
KKV1267,Available,ROUND,1.320,E,VS1,EX,EX,EX,N,,7.06X7.11X4.38,IGI,523276324,25290.45,61.8,55.50,India,MH,Mumbai,14.50,33.10,44.50,41.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1267,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1267,,,
KKV1268,Available,ROUND,2.510,D,VS2,ID,EX,EX,N,,8.71X8.75X5.34,IGI,522252572,43931.25,61.2,58.50,India,MH,Mumbai,15.00,35.70,42.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1268,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1268,,,
KKV1269,Available,ROUND,1.330,D,VS2,ID,EX,EX,N,,6.98X7.03X4.37,IGI,523276376,23722.05,62.3,57.50,India,MH,Mumbai,14.50,34.60,43.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1269,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1269,,,
KKV1270,Available,OVAL,1.550,D,VS1,,EX,EX,N,,9.19X6.57X4.13,IGI,523273713,26458.8,62.9,59.00,India,MH,Mumbai,14.00,34.70,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1270,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1270,,,
KKV1271,Available,OVAL,1.530,E,VVS2,,EX,EX,N,,8.85X6.51X4.18,IGI,523273714,26529.52,64.2,57.00,India,MH,Mumbai,16.00,36.60,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1271,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1271,,,
KKV1272,Available,OVAL,2.100,E,SI2,,EX,EX,N,,9.91X7.29X4.66,IGI,523265389,22121.7,63.9,55.00,India,MH,Mumbai,15.50,34.30,44.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1272,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1272,,,
KKV1275,Available,RADIANT,2.030,E,VVS2,,EX,EX,N,,8.68X6.20X4.27,IGI,523273715,38034.75,68.9,65.50,India,MH,Mumbai,12.50,43.80,53.00,32.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1275,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1275,,,
KKV1277,Available,CUSHION,2.270,E,VS1,,EX,EX,N,,7.64X7.49X5.07,IGI,523206023,35109,67.7,64.00,India,MH,Mumbai,15.00,39.60,50.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1277,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1277,,,
KKV1278,Available,EMERALD,1.800,E,VS1,,EX,EX,N,,7.96X5.77X3.95,IGI,523273716,24833.28,68.5,65.50,India,MH,Mumbai,13.50,24.80,50.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1278,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1278,,,
KKV1279,Available,ROUND,1.800,D,VS1,EX,EX,EX,N,,7.68X7.73X4.85,IGI,523276319,37344.32,63,57.00,India,MH,Mumbai,15.50,35.60,43.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1279,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1279,,,
KKV1280,Available,OVAL,1.520,D,VVS2,,EX,EX,N,,9.20X6.56X4.04,IGI,523276326,29259,61.6,58.00,India,MH,Mumbai,14.00,34.20,43.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1280,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1280,,,
KKV1281,Available,ROUND,2.020,E,VS2,EX,EX,EX,N,,8.04X8.10X4.90,IGI,523276278,41170.5,60.7,61.00,India,MH,Mumbai,14.00,35.50,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1281,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1281,,,
KKV1282,Available,RADIANT,2.020,E,VS1,,EX,EX,N,,8.58X6.29X4.32,IGI,523276277,35019,68.7,65.50,India,MH,Mumbai,12.50,40.30,52.50,33.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1282,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1282,,,
KKV1283,Available,OVAL,1.630,E,VVS2,,EX,EX,N,,9.43X6.67X4.15,IGI,523265390,26529.52,62.2,59.00,India,MH,Mumbai,14.00,34.30,43.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1283,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1283,,,
KKV1284,Available,OVAL,2.010,E,VS1,,EX,EX,N,,9.98X7.14X4.51,IGI,523265391,35055,63.2,59.50,India,MH,Mumbai,13.50,34.30,44.50,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1284,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1284,,,
KKV1288,Available,OVAL,2.010,E,VS2,,EX,EX,N,,10.05X7.18X4.48,IGI,522234041,32133.75,62.4,59.50,India,MH,Mumbai,13.50,34.40,44.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1288,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1288,,,
KKV1289,Available,EMERALD,2.030,D,VVS2,,EX,EX,N,,8.43X5.94X4.04,IGI,522222576,40960.5,68,65.00,India,MH,Mumbai,13.50,20.30,50.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1289,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1289,,,
KKV1291,Available,ROUND,1.800,E,VVS2,ID,EX,EX,N,,7.94X7.98X4.73,IGI,522252571,38908.48,59.4,58.00,India,MH,Mumbai,13.50,33.00,43.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1291,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1291,,,
KKV1292,Available,EMERALD,2.130,E,VVS2,,EX,EX,N,,8.71X6.04X4.06,IGI,522234035,38034.75,67.2,64.00,India,MH,Mumbai,13.00,23.30,50.50,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1292,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1292,,,
KKV1294,Available,ROUND,1.520,D,SI1,EX,EX,EX,N,,7.26X7.30X4.59,IGI,522252570,26270.7,63,56.50,India,MH,Mumbai,16.00,36.10,43.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1294,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1294,,,
KKV1295,Available,OVAL,1.880,D,VS2,,EX,VG,N,,9.81X7.01X4.39,IGI,522234042,23938.2,62.6,59.00,India,MH,Mumbai,14.00,34.80,43.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1295,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1295,,,
KKV1297,Available,ROUND,1.550,E,VS2,EX,EX,EX,N,,7.54X7.55X4.52,IGI,522252569,30387.75,59.9,60.50,India,MH,Mumbai,12.50,31.90,44.50,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1297,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1297,,,
KKV1298,Available,RADIANT,2.060,D,VVS2,,EX,EX,N,,8.59X6.32X4.36,IGI,522234037,40960.5,69,62.50,India,MH,Mumbai,12.00,36.40,53.50,32.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1298,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1298,,,
KKV1301,Available,OVAL,1.800,E,SI1,,EX,EX,N,,9.62X6.88X4.31,IGI,522252568,20322.75,62.6,59.00,India,MH,Mumbai,14.50,36.00,43.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1301,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1301,,,
KKV1302,Available,OVAL,2.030,D,SI1,,EX,EX,N,,9.75X7.17X4.63,IGI,522234039,29301.55,64.6,60.50,India,MH,Mumbai,16.50,39.80,43.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1302,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1302,,,
KKV1303,Available,RADIANT,2.110,D,VVS2,,EX,EX,N,,8.84X6.29X4.31,IGI,523265392,40960.5,68.5,65.50,India,MH,Mumbai,12.50,41.00,51.50,32.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1303,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1303,,,
KKV1305,Available,OVAL,1.530,D,VS2,,EX,EX,N,,9.07X6.66X4.14,IGI,522222513,24124.2,62.2,60.00,India,MH,Mumbai,12.50,31.70,45.00,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1305,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1305,,,
KKV1306,Available,OVAL,1.510,E,VS2,,EX,EX,N,,9.10X6.51X4.10,IGI,522222571,22956.9,63,58.00,India,MH,Mumbai,15.50,36.50,43.50,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1306,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1306,,,
KKV1307,Available,OVAL,1.820,E,VS2,,EX,EX,N,,9.51X6.97X4.40,IGI,520285723,22838.9,63.1,60.50,India,MH,Mumbai,15.00,36.90,44.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1307,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1307,,,
KKV1308,Available,ROUND,2.080,D,VVS2,ID,EX,EX,N,,8.32X8.36X4.96,IGI,522234054,60775.5,59.5,58.00,India,MH,Mumbai,14.00,33.00,42.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1308,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1308,,,
KKV1309,Available,ROUND,1.850,E,VVS2,ID,EX,EX,N,,7.91X7.96X4.82,IGI,523273717,38908.48,60.8,59.50,India,MH,Mumbai,13.00,33.10,43.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1309,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1309,,,
KKV1310,Available,OVAL,1.840,D,VS2,,EX,EX,N,,9.66X6.91X4.35,IGI,523273488,23938.2,63,59.50,India,MH,Mumbai,14.50,35.30,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1310,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1310,,,
KKV1312,Available,EMERALD,1.800,D,VVS2,,EX,EX,N,,8.14X5.72X3.92,IGI,523273718,29109,68.5,67.00,India,MH,Mumbai,12.50,25.10,52.00,42.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1312,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1312,,,
KKV1313,Available,ROUND,1.840,D,VS2,ID,EX,EX,N,,7.90X7.94X4.86,IGI,523276320,32456.32,61.3,55.50,India,MH,Mumbai,14.50,33.10,43.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1313,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1313,,,
KKV1314,Available,CUSHION,2.010,E,VS1,,EX,EX,N,,7.36X7.21X4.77,IGI,522234055,35109,66.2,66.00,India,MH,Mumbai,13.00,36.90,48.00,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1314,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1314,,,
KKV1315,Available,OVAL,1.850,D,VVS2,,EX,EX,N,,9.87X7.06X4.27,IGI,522234056,29032.5,60.5,59.50,India,MH,Mumbai,12.50,32.40,43.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1315,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1315,,,
KKV1316,Available,RADIANT,2.040,E,VS2,,EX,EX,N,,8.66X6.29X4.30,IGI,523206018,32100.75,68.4,66.50,India,MH,Mumbai,12.00,40.20,53.50,32.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1316,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1316,,,
KKV1318,Available,OVAL,1.530,D,VVS2,,EX,EX,N,,9.44X6.54X3.97,IGI,522234057,29259,60.7,57.50,India,MH,Mumbai,13.50,32.30,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1318,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1318,,,
KKV1319,Available,OVAL,1.800,E,VVS2,,EX,EX,N,,9.64X6.89X4.35,IGI,522252567,26322.8,63.1,60.00,India,MH,Mumbai,13.50,34.10,45.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1319,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1319,,,
KKV1320,Available,OVAL,1.500,D,VVS2,,EX,EX,N,,8.83X6.47X4.14,IGI,523265374,29259,64,60.00,India,MH,Mumbai,14.50,35.80,45.50,41.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1320,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1320,,,
KKV1321,Available,RADIANT,2.040,D,VVS2,,EX,VG,N,,8.81X6.21X4.26,IGI,522234058,40960.5,68.6,63.50,India,MH,Mumbai,12.50,39.50,53.50,32.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1321,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1321,,,
KKV1322,Available,OVAL,1.800,D,VVS2,,EX,EX,N,,9.40X6.88X4.44,IGI,523273719,29032.5,64.5,56.50,India,MH,Mumbai,15.50,35.80,43.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1322,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1322,,,
KKV1323,Available,ROUND,2.710,E,SI1,ID,EX,EX,N,,8.97X9.02X5.40,IGI,523273720,34046.25,60,59.00,India,MH,Mumbai,14.00,33.80,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1323,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1323,,,
KKV1324,Available,OVAL,1.810,E,VS1,,EX,EX,N,,9.34X6.86X4.43,IGI,523265375,26322.8,64.6,58.50,India,MH,Mumbai,15.50,36.40,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1324,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1324,,,
KKV1325,Available,OVAL,2.010,E,VS1,,EX,EX,N,,9.81X7.21X4.64,IGI,522234059,35101.8,64.4,59.50,India,MH,Mumbai,13.00,32.60,46.00,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1325,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1325,,,
KKV1326,Available,ROUND,2.060,D,VVS2,ID,EX,EX,N,,8.07X8.13X5.04,IGI,523273487,60775.5,62.1,56.00,India,MH,Mumbai,16.00,35.90,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1326,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1326,,,
KKV1327,Available,OVAL,1.400,E,VS1,,EX,EX,N,,8.60X6.35X4.10,IGI,523276327,15444,64.6,55.50,India,MH,Mumbai,16.00,36.30,43.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1327,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1327,,,
KKV1328,Available,ROUND,2.070,D,VS1,ID,EX,EX,N,,8.08X8.14X5.05,IGI,522234060,50973,62.1,57.50,India,MH,Mumbai,15.50,35.80,42.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1328,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1328,,,
KKV1329,Available,OVAL,1.310,G,VS2,,EX,EX,N,,8.46X6.21X3.96,IGI,523276328,12642.3,63.8,60.50,India,MH,Mumbai,15.00,36.90,44.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1329,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1329,,,
KKV1330,Available,OVAL,1.320,D,VVS1,,EX,EX,N,,8.44X6.20X3.99,IGI,523273486,20155.2,64.4,58.00,India,MH,Mumbai,15.00,35.70,45.00,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1330,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1330,,,
KKV1331,Available,ROUND,2.090,E,SI2,EX,EX,EX,N,,8.16X8.20X5.04,IGI,522222585,27643.05,61.7,58.00,India,MH,Mumbai,14.50,34.40,43.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1331,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1331,,,
KKV1332,Available,OVAL,1.550,D,VVS2,,EX,EX,N,,9.08X6.67X4.19,IGI,523276311,29259,62.8,56.00,India,MH,Mumbai,15.00,34.60,44.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1332,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1332,,,
KKV1333,Available,OVAL,1.560,D,VVS2,,EX,EX,N,,9.24X6.60X4.16,IGI,523273721,29259,63,58.50,India,MH,Mumbai,13.50,33.70,44.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1333,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1333,,,
KKV1334,Available,OVAL,2.040,E,VS1,,EX,EX,N,,9.79X7.19X4.62,IGI,523273722,35101.8,64.3,59.50,India,MH,Mumbai,15.00,36.40,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1334,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1334,,,
KKV1335,Available,OVAL,1.850,D,VVS2,,EX,EX,N,,9.75X6.96X4.35,IGI,522252566,29032.5,62.5,58.00,India,MH,Mumbai,14.00,34.20,44.50,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1335,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1335,,,
KKV1336,Available,OVAL,1.810,D,VVS2,,EX,EX,N,,9.31X6.85X4.40,IGI,522252565,29032.5,64.2,58.50,India,MH,Mumbai,14.50,35.40,44.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1336,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1336,,,
KKV1337,Available,OVAL,1.900,D,VVS2,,EX,EX,N,,9.86X7.05X4.31,IGI,523276312,28957.5,61.1,62.50,India,MH,Mumbai,13.50,35.80,43.00,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1337,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1337,,,
KKV1339,Available,OVAL,2.080,D,VVS2,,EX,EX,N,,10.14X7.25X4.55,IGI,522234061,40897.5,62.8,58.00,India,MH,Mumbai,13.50,33.10,44.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1339,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1339,,,
KKV1340,Available,OVAL,1.800,E,VVS2,,EX,EX,N,,9.38X6.91X4.34,IGI,523265376,26322.8,62.8,61.00,India,MH,Mumbai,13.50,34.40,44.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1340,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1340,,,
KKV1341,Available,OVAL,2.000,D,VS1,,EX,EX,N,,9.98X7.12X4.49,IGI,523276313,37002.5,63.1,59.50,India,MH,Mumbai,14.50,36.10,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1341,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1341,,,
